time,ax,ay,az,atotal
19.360,-2.47,-4.57,-2.54,5.78
19.371,-2.29,-3.34,-2.21,4.61
19.380,-2.11,-1.81,-1.40,3.11
19.391,-2.02,-0.11,-0.26,2.04
19.400,-1.70,1.53,0.78,2.42
19.410,-1.22,2.81,1.22,3.29
19.420,-0.97,3.24,0.74,3.46
19.430,-0.63,2.96,-0.07,3.03
19.440,-0.32,2.35,-0.52,2.42
19.450,-0.49,1.35,-0.80,1.64
19.460,-0.79,0.21,-1.12,1.39
19.470,-0.77,-0.47,-1.59,1.83
19.480,-0.40,-0.83,-2.39,2.56
19.491,0.03,-1.05,-3.23,3.39
19.500,0.42,-1.28,-3.79,4.02
19.510,0.79,-1.62,-3.83,4.23
19.520,1.40,-1.97,-3.59,4.32
19.530,1.83,-2.09,-3.37,4.37
19.540,2.29,-2.20,-3.35,4.62
19.550,2.57,-1.93,-3.17,4.51
19.560,3.10,-1.09,-2.49,4.12
19.570,3.47,-0.06,-1.82,3.92
19.580,3.52,0.75,-1.86,4.05
19.590,3.35,1.12,-2.26,4.20
19.600,3.14,1.29,-2.83,4.42
19.610,2.77,1.54,-3.27,4.55
19.620,2.14,1.83,-3.27,4.32
19.630,1.75,1.81,-3.26,4.12
19.640,1.79,1.20,-3.47,4.08
19.650,1.99,0.56,-3.35,3.93
19.660,2.42,0.47,-2.69,3.65
19.670,2.70,0.55,-1.81,3.30
19.680,2.28,0.16,-1.09,2.53
19.690,1.39,-0.51,-0.65,1.62
19.700,0.36,-1.21,-0.27,1.29
19.710,-0.64,-1.80,0.44,1.96
19.720,-1.63,-1.96,1.49,2.95
19.730,-2.51,-1.57,2.39,3.80
19.740,-3.37,-1.27,3.08,4.74
19.750,-4.39,-1.17,3.89,5.98
19.760,-5.37,-0.02,4.57,7.06
19.770,-5.79,1.89,4.45,7.54
19.780,-5.38,4.45,4.04,8.06
19.790,-3.85,7.17,3.35,8.80
19.800,-1.61,8.98,2.69,9.51
19.810,0.63,9.77,2.55,10.11
19.820,2.56,9.62,2.84,10.35
19.830,4.13,8.56,3.53,10.14
19.840,5.34,6.74,3.79,9.39
19.850,5.77,4.06,3.14,7.73
19.860,5.34,0.72,2.37,5.89
19.870,4.08,-3.50,1.01,5.47
19.880,2.48,-7.10,0.02,7.52
19.890,1.22,-6.15,-0.73,6.32
19.900,1.21,-6.10,-1.95,6.52
19.910,1.25,-6.09,-1.23,6.33
19.920,1.20,-6.33,-0.96,6.52
19.929,0.69,-5.46,-0.49,5.52
19.940,-0.11,-4.88,-0.45,4.90
19.949,-0.79,-4.74,-0.12,4.81
19.960,-1.08,-4.37,0.37,4.52
19.969,-1.15,-3.79,0.73,4.03
19.980,-1.14,-2.81,1.06,3.22
19.990,-1.17,-1.96,1.20,2.58
20.000,-1.36,-1.36,1.15,2.24
20.009,-1.62,-1.00,0.88,2.09
20.020,-1.78,-1.02,0.75,2.19
20.029,-1.77,-1.33,0.81,2.36
20.040,-1.56,-1.72,0.95,2.51
20.049,-1.29,-2.13,0.98,2.68
20.060,-1.02,-2.32,0.97,2.71
20.069,-0.69,-2.15,0.84,2.41
20.079,-0.32,-1.87,0.71,2.03
20.089,0.25,-0.71,0.70,1.03
20.099,1.11,0.93,0.26,1.47
20.109,2.18,2.38,-0.51,3.27
20.119,3.46,3.81,-1.62,5.39
20.129,3.91,4.69,-3.09,6.84
20.139,3.43,4.39,-4.13,6.94
20.149,1.85,3.21,-4.69,5.98
20.159,0.48,1.82,-4.68,5.04
20.169,0.24,0.16,-4.17,4.18
20.179,0.92,-1.05,-3.47,3.74
20.189,1.79,-1.26,-2.65,3.43
20.199,2.00,-0.78,-1.43,2.58
20.209,2.13,0.41,-0.19,2.17
20.219,1.75,2.79,0.78,3.39
20.229,1.59,6.89,1.57,7.24
20.239,1.56,11.44,1.26,11.61
20.250,1.23,14.87,-0.48,14.93
20.260,-0.99,13.99,-0.31,14.02
20.269,-2.45,8.68,2.39,9.33
20.279,-3.08,2.49,4.31,5.85
20.289,-3.07,-2.01,5.12,6.30
20.299,-2.32,-4.23,5.45,7.27
20.309,-1.35,-4.72,4.84,6.89
20.319,-0.49,-4.03,3.59,5.42
20.329,-0.19,-3.03,2.27,3.79
20.339,-0.47,-2.43,0.92,2.64
20.349,-1.13,-1.60,0.23,1.97
20.359,-2.35,-0.37,0.28,2.40
20.369,-4.25,1.29,0.04,4.44
20.379,-5.95,2.33,-0.63,6.42
20.389,-6.83,2.20,-0.58,7.20
20.399,-6.32,1.56,0.49,6.53
20.409,-4.99,0.97,1.64,5.35
20.419,-3.53,0.24,2.44,4.30
20.429,-2.46,-1.14,2.38,3.61
20.439,-2.17,-2.73,1.36,3.74
20.449,-2.13,-3.87,0.20,4.43
20.459,-2.12,-4.35,-0.74,4.90
20.469,-2.05,-4.32,-1.61,5.05
20.479,-1.83,-3.80,-2.02,4.68
20.489,-1.65,-2.83,-1.66,3.67
20.499,-1.60,-1.20,-0.85,2.17
20.509,-1.56,0.86,0.18,1.79
20.519,-1.37,2.87,1.15,3.38
20.529,-1.25,4.18,1.61,4.65
20.539,-1.40,4.54,1.07,4.87
20.549,-1.46,3.91,0.37,4.19
20.559,-1.57,2.31,-0.01,2.79
20.569,-1.99,0.43,-0.26,2.05
20.578,-2.21,-0.90,-0.70,2.49
20.589,-1.94,-1.64,-1.28,2.84
20.598,-1.45,-2.06,-2.04,3.24
20.608,-0.98,-2.20,-3.00,3.85
20.618,-0.61,-2.19,-3.78,4.41
20.629,-0.24,-2.15,-3.83,4.40
20.638,0.19,-2.16,-3.47,4.09
20.649,0.73,-2.14,-2.95,3.72
20.658,0.88,-1.85,-2.42,3.17
20.669,0.81,-1.27,-2.08,2.57
20.679,0.92,-0.56,-1.82,2.11
20.689,0.99,0.21,-1.35,1.69
20.699,0.96,0.77,-1.10,1.66
20.708,1.09,0.96,-1.16,1.86
20.718,1.16,0.92,-1.31,1.98
20.728,1.00,0.78,-1.55,2.00
20.738,0.70,0.56,-1.77,1.99
20.749,0.32,0.34,-1.85,1.91
20.758,-0.04,0.06,-1.88,1.88
20.768,-0.13,-0.33,-1.92,1.95
20.778,0.15,-0.70,-2.02,2.14
20.788,0.58,-0.71,-1.70,1.93
20.798,0.76,0.05,-0.51,0.92
20.808,0.98,0.22,0.19,1.03
20.818,1.81,-1.07,0.25,2.11
20.828,2.72,-2.16,0.61,3.52
20.838,2.23,-1.80,1.57,3.27
20.848,1.04,-0.85,2.27,2.64
20.858,-0.77,-0.56,2.77,2.93
20.868,-2.26,-0.19,3.21,3.93
20.878,-3.22,0.37,3.38,4.69
20.888,-3.80,1.15,3.67,5.41
20.898,-3.95,2.08,3.98,5.98
20.908,-3.67,2.87,4.26,6.31
20.918,-3.05,3.61,4.29,6.39
20.928,-2.38,4.59,4.07,6.57
20.938,-1.61,5.51,3.56,6.75
20.948,-0.56,6.02,2.99,6.74
20.958,0.79,6.29,2.54,6.82
20.968,2.19,6.33,2.49,7.15
20.978,3.54,5.87,2.67,7.35
20.988,5.01,4.61,2.51,7.26
20.998,5.95,2.59,2.16,6.84
21.008,5.46,0.60,2.16,5.91
21.018,4.24,-2.01,1.66,4.98
21.028,3.00,-4.47,1.22,5.52
21.038,2.14,-4.59,0.67,5.11
21.048,2.04,-4.55,-0.06,4.99
21.058,1.90,-4.74,0.13,5.11
21.068,1.45,-4.33,-0.05,4.56
21.078,0.77,-3.63,0.05,3.71
21.088,0.30,-2.99,0.31,3.02
21.098,-0.73,-2.01,0.63,2.23
21.108,-1.00,-1.39,0.67,1.84
21.118,-0.55,-0.86,1.00,1.43
21.128,-1.26,0.02,0.04,1.26
21.138,-1.16,-0.08,0.50,1.26
21.148,-0.37,-0.02,0.92,0.99
21.158,0.19,-0.02,1.60,1.62
21.168,0.04,-0.07,1.85,1.85
21.178,-0.31,-0.42,1.86,1.94
21.188,-0.34,-0.31,1.62,1.68
21.198,-0.01,0.09,1.28,1.28
21.208,0.18,0.12,0.88,0.91
21.218,0.36,0.22,0.32,0.53
21.228,0.51,0.37,-0.27,0.69
21.238,0.60,0.48,-0.66,1.01
21.248,0.70,0.40,-0.72,1.08
21.258,0.80,0.09,-0.74,1.10
21.268,0.86,-0.48,-0.81,1.28
21.278,0.70,-0.86,-0.69,1.31
21.288,0.59,-0.73,-0.62,1.13
21.298,0.50,-0.87,-0.75,1.25
21.307,0.40,-1.14,-0.75,1.42
21.318,0.66,-1.23,0.13,1.40
21.327,1.02,-0.55,-0.11,1.16
21.337,0.87,-0.50,-0.94,1.37
21.347,1.24,-0.50,-0.67,1.49
21.358,1.53,-0.47,-0.60,1.71
21.367,1.84,-0.60,-0.26,1.96
21.377,2.29,-0.88,0.68,2.54
21.387,2.51,-0.48,0.62,2.63
21.397,2.61,-0.33,0.64,2.70
21.407,2.31,-0.18,0.28,2.33
21.418,1.89,-0.10,-0.15,1.90
21.427,1.62,-0.17,-0.45,1.69
21.438,1.46,-0.24,-0.68,1.63
21.447,1.36,-0.19,-0.81,1.60
21.457,1.31,-0.06,-0.76,1.52
21.467,1.23,0.01,-0.65,1.39
21.477,1.07,0.24,-0.34,1.15
21.487,0.84,0.63,0.26,1.09
21.497,0.55,1.29,1.11,1.78
21.507,0.35,2.47,1.67,3.01
21.517,-0.41,4.06,1.24,4.27
21.527,-2.28,5.17,0.45,5.67
21.537,-3.54,5.90,0.42,6.89
21.547,-3.09,5.09,0.57,5.98
21.557,-1.45,3.98,1.39,4.45
21.567,-0.26,2.50,2.04,3.24
21.577,0.52,0.85,2.25,2.46
21.587,0.80,-0.43,2.14,2.32
21.597,0.53,-1.41,1.70,2.27
21.607,0.39,-2.44,1.27,2.78
21.617,0.76,-3.04,1.13,3.33
21.627,1.28,-3.08,0.96,3.47
21.637,1.27,-3.13,0.69,3.44
21.647,1.33,-2.81,0.78,3.21
21.657,0.80,-2.00,1.04,2.39
21.667,-0.09,-1.41,1.04,1.76
21.677,-1.13,-0.58,1.40,1.89
21.687,-2.11,0.47,1.65,2.72
21.697,-3.30,1.51,1.78,4.04
21.707,-5.05,2.66,1.80,5.99
21.717,-6.67,3.01,1.84,7.54
21.727,-7.74,2.19,1.37,8.16
21.737,-8.32,0.86,0.81,8.40
21.747,-7.31,-0.34,1.00,7.38
21.757,-5.32,-0.98,1.22,5.54
21.767,-3.56,-1.30,1.28,4.00
21.777,-2.05,-2.42,1.25,3.41
21.787,-1.06,-2.64,0.16,2.85
21.797,-1.14,-1.88,-0.56,2.27
21.807,-0.82,-0.92,-0.47,1.32
21.817,-0.25,-0.09,-0.55,0.61
21.827,0.12,1.24,-0.11,1.25
21.837,0.35,1.94,0.33,2.00
21.847,0.76,2.02,0.78,2.30
21.857,0.88,2.07,0.94,2.43
21.867,0.73,1.89,0.90,2.22
21.877,0.48,2.07,0.30,2.14
21.887,-0.78,1.38,0.91,1.83
21.897,-0.48,0.57,1.56,1.73
21.906,-1.09,0.41,0.73,1.38
21.917,-1.50,-0.72,0.98,1.93
21.927,-1.55,-1.05,-0.05,1.87
21.937,-1.57,-1.17,-0.66,2.07
21.946,-1.58,-0.67,-1.24,2.12
21.956,-1.62,0.17,-1.47,2.19
21.967,-1.46,0.49,-1.43,2.10
21.977,-1.18,0.26,-1.16,1.67
21.986,-0.93,0.15,-0.91,1.31
21.997,-0.62,0.18,-0.56,0.85
22.006,-0.22,0.36,-0.28,0.51
22.017,0.11,0.45,-0.11,0.48
22.026,0.41,0.44,0.01,0.60
22.037,0.54,0.31,0.14,0.64
22.046,0.34,0.31,0.23,0.52
22.056,-0.20,0.09,0.29,0.36
22.066,-0.78,-0.13,0.22,0.82
22.076,-1.05,-0.26,0.17,1.09
22.086,-1.10,-0.45,-0.02,1.19
22.096,-0.95,-0.56,-0.12,1.11
22.106,-0.78,-0.38,-0.25,0.91
22.116,-0.35,-0.46,-0.41,0.71
22.126,0.00,-0.29,-0.56,0.63
22.136,0.36,-0.13,-0.83,0.91
22.146,0.60,0.24,-0.88,1.09
22.156,0.76,0.60,-0.76,1.23
22.166,0.89,0.90,-0.65,1.42
22.176,1.07,1.15,-0.39,1.62
22.186,1.42,1.54,-0.21,2.10
22.196,1.27,2.34,-0.23,2.67
22.206,1.40,2.42,-0.11,2.80
22.216,1.65,2.63,0.52,3.15
22.226,1.67,3.17,1.06,3.74
22.236,1.59,3.23,0.76,3.68
22.246,1.29,2.73,0.84,3.14
22.256,0.27,1.66,1.64,2.35
22.266,-0.60,0.03,1.77,1.87
22.277,-1.25,-0.93,1.58,2.22
22.286,-1.53,-0.79,1.19,2.09
22.296,-1.38,0.07,1.09,1.76
22.306,-1.09,1.57,1.78,2.61
22.316,-0.49,2.82,1.79,3.38
22.326,-0.42,2.94,1.34,3.26
22.336,-0.43,1.37,-0.15,1.44
22.346,-0.50,0.32,-1.48,1.60
22.356,-1.00,0.47,-0.87,1.41
22.366,-1.17,-0.79,-0.34,1.46
22.376,-1.91,-1.99,-0.82,2.88
22.386,-1.88,-1.18,-1.33,2.59
22.396,-2.05,0.27,-1.68,2.66
22.406,-1.26,2.40,-1.23,2.98
22.416,-0.01,3.17,-0.12,3.18
22.426,1.18,3.99,-0.06,4.16
22.436,2.13,3.07,0.53,3.77
22.446,2.58,0.81,0.76,2.80
22.456,2.53,-1.19,0.62,2.87
22.466,2.11,-2.26,0.96,3.24
22.476,1.65,-2.95,0.97,3.51
22.486,1.14,-3.11,1.25,3.54
22.496,1.09,-1.23,1.12,1.99
22.506,1.25,0.22,0.84,1.53
22.516,1.57,-0.81,0.81,1.94
22.525,2.02,-2.26,0.66,3.11
22.536,2.38,-1.38,1.12,2.97
22.545,2.89,-0.09,1.07,3.08
22.556,2.81,0.36,0.95,2.99
22.566,2.28,1.24,0.76,2.70
22.576,1.87,0.86,0.53,2.13
22.586,2.00,0.34,-0.56,2.10
22.596,1.37,0.28,-0.25,1.42
22.606,0.79,0.07,-0.36,0.87
22.616,0.71,-0.03,-1.43,1.59
22.626,0.36,0.31,-2.34,2.38
22.636,0.28,0.16,-3.11,3.12
22.646,-0.02,0.98,-2.23,2.43
22.656,-0.38,2.85,-1.18,3.11
22.665,-0.45,2.23,-1.29,2.62
22.675,0.03,1.02,-1.54,1.84
22.685,1.39,1.81,-1.96,3.01
22.695,2.92,3.81,-0.15,4.80
22.705,5.33,6.23,4.98,9.59
22.716,6.46,6.49,-1.86,9.35
22.726,4.69,6.68,-4.42,9.28
22.735,4.38,6.12,-3.21,8.18
22.745,4.96,5.02,-3.22,7.76
22.755,5.74,3.87,-3.12,7.59
22.765,5.93,3.75,-2.64,7.50
22.775,5.57,3.44,-3.01,7.20
22.785,4.87,2.87,-3.06,6.43
22.795,3.91,2.86,-2.62,5.51
22.805,2.71,3.57,-2.83,5.30
22.815,1.57,4.03,-3.26,5.42
22.825,0.73,4.18,-3.27,5.36
22.835,0.00,4.05,-2.45,4.74
22.845,-0.47,3.76,-1.63,4.12
22.855,-0.86,3.26,-2.35,4.11
22.865,-1.40,2.71,-2.27,3.80
22.875,-1.91,2.32,-2.56,3.95
22.885,-2.60,1.92,-2.51,4.09
22.895,-3.12,1.06,-2.00,3.86
22.905,-3.63,0.05,-1.30,3.86
22.915,-3.87,-0.20,-1.32,4.09
22.925,-3.86,-0.43,-1.13,4.05
22.935,-4.00,-0.41,-0.54,4.06
22.945,-4.03,-0.22,0.09,4.04
22.955,-3.81,-0.52,1.18,4.02
22.965,-3.82,-0.98,1.74,4.31
22.975,-3.93,-1.27,1.31,4.33
22.985,-3.79,-1.81,0.42,4.22
22.995,-3.74,-2.35,-0.47,4.44
23.005,-3.91,-2.70,-0.61,4.78
23.015,-3.99,-2.72,-0.06,4.83
23.025,-3.81,-2.29,0.36,4.46
23.035,-3.14,-1.95,0.84,3.79
23.045,-2.44,-1.99,1.35,3.43
23.055,-1.96,-2.42,1.70,3.55
23.065,-1.95,-3.38,1.90,4.34
23.075,-1.95,-4.64,1.21,5.17
23.085,-1.69,-5.68,-0.64,5.96
23.095,-2.13,-6.17,-0.55,6.55
23.105,-2.63,-5.15,0.93,5.86
23.115,-2.04,-2.16,0.83,3.09
23.125,-1.01,0.04,0.04,1.01
23.135,0.10,1.14,1.30,1.73
23.145,0.98,0.48,2.65,2.87
23.155,1.02,-0.44,3.23,3.41
23.165,1.17,-1.32,2.77,3.28
23.175,1.33,-1.75,0.63,2.29
23.185,0.68,-2.05,0.95,2.36
23.195,0.16,-1.68,1.64,2.35
23.204,0.11,0.21,0.79,0.83
23.215,0.44,1.38,0.64,1.58
23.224,0.84,1.42,2.63,3.10
23.235,1.49,1.90,8.26,8.60
23.244,2.37,1.69,8.08,8.59
23.255,4.62,5.34,6.11,9.33
23.265,7.16,7.56,9.69,14.22
23.275,3.08,2.60,7.02,8.10
23.285,-1.33,-1.19,3.78,4.18
23.295,-3.63,-2.46,-1.01,4.50
23.305,-2.41,-1.02,-1.72,3.13
23.315,3.70,2.25,-2.52,5.01
23.324,0.88,1.34,-5.68,5.90
23.334,-1.98,-1.34,0.61,2.47
23.345,-2.51,-2.83,1.91,4.24
23.355,-1.71,-1.53,1.34,2.66
23.364,-0.66,-0.29,2.87,2.96
23.374,-0.37,0.57,4.36,4.42
23.384,-1.64,0.86,3.54,3.99
23.394,-2.97,0.82,1.35,3.37
23.404,-2.86,1.20,-0.80,3.20
23.414,-1.98,2.12,-2.56,3.87
23.424,-1.24,2.50,-3.24,4.28
23.434,-0.74,2.47,-2.98,3.94
23.444,-0.53,2.07,-2.64,3.40
23.454,-0.51,1.34,-2.47,2.86
23.464,-0.55,1.35,-2.58,2.96
23.474,-0.18,1.46,-3.07,3.40
23.484,0.49,0.87,-3.54,3.68
23.494,1.39,0.27,-3.62,3.89
23.504,1.98,-0.37,-3.69,4.20
23.514,2.34,-0.68,-3.50,4.27
23.524,2.41,-0.77,-2.88,3.84
23.534,2.16,-0.92,-2.29,3.28
23.544,1.89,-0.75,-1.93,2.81
23.554,1.79,-0.41,-1.79,2.57
23.564,1.77,-0.34,-1.63,2.43
23.574,1.70,-0.48,-1.32,2.20
23.584,1.30,-0.50,-0.31,1.43
23.594,0.38,-1.04,0.30,1.15
23.604,0.97,-0.76,0.58,1.36
23.614,0.55,-1.48,1.73,2.34
23.624,0.76,-1.41,1.18,1.99
23.634,0.87,-0.90,1.33,1.83
23.644,0.83,-0.74,0.92,1.44
23.654,1.22,-0.45,0.19,1.31
23.664,1.52,-0.46,-0.23,1.60
23.674,1.50,-0.61,-0.49,1.69
23.684,1.06,-0.52,-0.44,1.26
23.694,0.40,-0.26,-0.23,0.53
23.704,-0.27,-0.01,0.01,0.28
23.714,-0.98,-0.10,0.44,1.08
23.724,-1.98,0.43,0.43,2.07
23.734,-2.52,1.22,0.24,2.81
23.744,-2.10,0.59,0.11,2.18
23.754,-1.02,-0.06,0.36,1.08
23.764,-0.18,-0.39,0.04,0.44
23.774,0.12,-0.34,-0.25,0.44
23.784,0.18,-0.20,-0.55,0.61
23.794,0.13,-0.00,-0.64,0.65
23.804,-0.19,0.05,-0.41,0.46
23.814,-0.63,0.18,0.11,0.67
23.824,-0.75,0.14,0.56,0.94
23.834,-0.72,-0.21,0.63,0.98
23.844,-0.51,-0.35,0.33,0.70
23.854,-0.37,-0.24,-0.16,0.47
23.864,-0.39,0.02,-0.58,0.70
23.874,-0.39,0.16,-0.82,0.92
23.884,-0.26,0.19,-1.28,1.32
23.894,-0.10,0.56,-2.62,2.68
23.903,-0.22,0.26,-1.82,1.85
23.914,-0.48,-0.11,-0.39,0.63
23.924,-0.73,-0.16,1.11,1.33
23.934,-0.93,-0.08,2.27,2.46
23.943,-1.08,-0.02,2.66,2.87
23.954,-0.85,0.05,2.11,2.28
23.964,-0.38,0.72,1.13,1.39
