time,ax,ay,az,atotal
6.480,3.90,0.16,-2.22,4.50
6.491,4.17,1.27,-1.98,4.79
6.500,4.10,2.19,-2.08,5.10
6.510,3.97,2.88,-2.77,5.64
6.520,3.69,3.53,-3.57,6.23
6.530,3.12,4.06,-3.87,6.42
6.540,2.86,3.72,-3.85,6.07
6.550,3.01,2.38,-3.67,5.31
6.560,3.41,1.12,-3.15,4.78
6.570,4.02,0.64,-2.44,4.75
6.580,3.96,0.70,-1.86,4.43
6.590,3.56,0.92,-2.09,4.23
6.600,2.70,0.74,-2.58,3.80
6.610,1.28,0.31,-2.36,2.70
6.620,-0.18,-0.02,-1.30,1.31
6.630,-1.49,-0.27,-0.00,1.52
6.640,-2.69,-0.59,1.22,3.01
6.650,-4.00,-0.94,2.39,4.75
6.660,-5.07,-1.04,3.22,6.09
6.670,-5.79,-0.19,3.70,6.87
6.680,-6.38,1.89,3.91,7.72
6.690,-6.79,5.29,3.65,9.35
6.700,-5.89,8.30,3.35,10.71
6.710,-3.55,9.53,3.69,10.82
6.721,-0.74,9.63,4.12,10.50
6.730,1.61,8.90,4.74,10.21
6.740,3.09,7.25,5.40,9.55
6.749,3.82,5.03,5.34,8.27
6.760,4.26,2.39,4.47,6.62
6.769,4.63,-1.52,2.90,5.66
6.780,4.40,-6.00,0.73,7.48
6.790,3.47,-5.77,-0.66,6.77
6.800,3.63,-5.53,-2.80,7.18
6.810,3.45,-6.71,-2.92,8.09
6.819,2.71,-6.76,-2.58,7.72
6.829,1.87,-6.25,-2.39,6.94
6.839,1.10,-5.88,-1.78,6.25
6.850,0.40,-6.30,-1.00,6.39
6.859,-0.37,-6.50,-0.30,6.52
6.869,-0.94,-6.15,0.37,6.23
6.879,-1.18,-5.33,1.00,5.55
6.890,-1.04,-4.35,1.45,4.70
6.899,-0.76,-3.35,1.85,3.90
6.909,-0.63,-2.70,1.91,3.37
6.919,-0.79,-2.08,1.67,2.78
6.929,-1.01,-1.14,1.58,2.20
6.939,-0.79,-0.44,1.82,2.03
6.949,-0.22,-0.37,1.98,2.03
6.959,0.20,-0.43,1.66,1.73
6.969,0.16,-0.22,1.02,1.05
6.979,0.10,0.53,0.34,0.64
6.989,0.46,1.75,-0.63,1.92
6.999,1.20,3.09,-2.07,3.91
7.009,2.28,4.88,-3.37,6.36
7.019,3.41,6.62,-4.24,8.57
7.029,3.94,5.99,-4.62,8.53
7.039,2.67,4.15,-5.17,7.15
7.049,1.15,2.89,-5.27,6.12
7.059,0.74,1.66,-4.73,5.07
7.069,1.29,0.25,-3.94,4.15
7.079,1.61,-0.15,-2.57,3.04
7.089,0.91,0.04,-1.19,1.50
7.099,-0.63,1.55,0.17,1.69
7.109,-2.72,6.48,1.12,7.11
7.119,-4.19,13.27,1.01,13.95
7.130,-3.72,17.64,-0.48,18.03
7.139,-3.77,13.86,1.30,14.42
7.149,-4.71,6.15,4.00,8.72
7.159,-4.48,-0.05,4.98,6.70
7.169,-2.97,-3.30,5.86,7.35
7.179,-1.29,-5.03,5.89,7.85
7.189,-0.41,-4.95,5.11,7.12
7.199,0.41,-3.40,3.58,4.95
7.209,1.45,-1.99,1.88,3.10
7.219,1.71,-1.03,0.48,2.05
7.229,1.05,-0.58,-0.72,1.40
7.239,-0.74,-0.29,-1.04,1.31
7.249,-3.40,-0.01,-0.95,3.53
7.259,-5.36,0.20,-0.70,5.41
7.269,-5.86,-0.17,-0.18,5.86
7.279,-5.28,-0.71,0.29,5.34
7.289,-4.07,-1.20,0.37,4.26
7.299,-2.83,-1.90,0.62,3.47
7.309,-2.19,-2.95,0.97,3.80
7.319,-1.85,-4.28,0.63,4.71
7.329,-1.50,-5.53,-0.19,5.74
7.339,-1.14,-6.28,-0.74,6.42
7.349,-1.03,-6.12,-0.96,6.28
7.359,-1.18,-5.18,-1.16,5.44
7.369,-1.56,-3.75,-1.25,4.25
7.379,-1.90,-2.07,-1.00,2.99
7.388,-2.15,-0.57,-0.35,2.25
7.399,-2.07,0.71,0.23,2.20
7.408,-1.81,1.16,0.31,2.18
7.419,-2.00,1.13,-0.12,2.30
7.429,-1.68,1.55,-0.73,2.40
7.439,-1.30,1.45,-1.08,2.23
7.448,-1.25,0.78,-1.35,2.00
7.459,-1.19,-0.01,-1.55,1.95
7.469,-0.76,-0.70,-1.82,2.10
7.478,-0.04,-1.11,-2.57,2.80
7.488,0.53,-1.37,-3.54,3.84
7.498,1.14,-1.51,-4.09,4.51
7.508,1.84,-1.50,-4.10,4.74
7.519,2.34,-1.56,-3.85,4.77
7.528,2.69,-1.38,-3.49,4.62
7.538,2.82,-0.65,-2.79,4.02
7.548,2.86,0.33,-2.39,3.74
7.558,3.24,1.23,-2.30,4.16
7.568,3.39,2.08,-2.25,4.57
7.578,3.61,2.58,-2.67,5.18
7.588,3.83,2.83,-3.43,5.87
7.598,3.75,3.14,-3.82,6.21
7.608,3.29,3.18,-3.46,5.74
7.618,3.39,2.40,-3.24,5.27
7.628,3.57,1.26,-3.20,4.95
7.638,3.78,0.88,-2.86,4.82
7.648,3.90,0.97,-1.97,4.47
7.658,3.33,0.70,-1.67,3.79
7.668,2.56,0.23,-1.95,3.22
7.678,1.48,-0.43,-2.12,2.62
7.688,0.11,-1.00,-1.30,1.64
7.698,-1.13,-1.38,-0.11,1.78
7.708,-2.21,-1.56,1.09,2.92
7.718,-3.26,-1.68,2.21,4.28
7.728,-4.39,-1.59,3.35,5.74
7.738,-5.53,-0.81,3.76,6.73
7.748,-6.57,1.44,3.53,7.60
7.758,-7.48,4.89,3.09,9.45
7.768,-6.99,8.33,2.58,11.18
7.778,-4.72,10.36,2.93,11.75
7.789,-1.58,10.98,3.45,11.62
7.799,1.05,10.52,4.20,11.37
7.808,2.60,9.01,5.08,10.66
7.818,3.57,6.48,5.52,9.23
7.828,4.54,3.58,5.04,7.67
7.838,5.35,0.34,4.22,6.82
7.848,5.26,-3.88,2.25,6.91
7.858,4.87,-8.50,0.23,9.80
7.868,3.79,-6.84,-0.71,7.85
7.878,3.63,-6.17,-2.61,7.62
7.888,3.28,-6.75,-2.39,7.88
7.898,2.99,-7.34,-2.12,8.21
7.908,1.89,-6.71,-1.72,7.18
7.918,0.66,-6.52,-1.28,6.67
7.928,-0.30,-7.00,-0.65,7.03
7.938,-1.16,-6.74,0.15,6.84
7.948,-1.58,-6.08,0.78,6.34
7.958,-1.70,-5.13,1.44,5.60
7.968,-1.68,-3.97,1.86,4.70
7.978,-1.62,-2.93,1.86,3.83
7.988,-1.57,-2.04,1.65,3.06
7.998,-1.48,-1.13,1.43,2.35
8.008,-1.13,-0.27,1.41,1.83
8.018,-0.30,0.15,1.70,1.74
8.028,0.66,0.00,1.81,1.92
8.038,1.10,0.22,1.29,1.71
8.048,1.05,1.71,0.59,2.09
8.058,1.13,3.86,-0.34,4.03
8.067,1.85,4.62,-2.11,5.41
8.078,2.95,5.86,-3.53,7.45
8.087,4.12,7.35,-4.48,9.54
8.098,4.73,6.63,-4.99,9.55
8.108,3.18,4.53,-5.31,7.67
8.118,1.38,2.63,-5.44,6.20
8.128,0.53,0.85,-5.24,5.33
8.137,0.79,-0.42,-4.52,4.61
8.148,1.35,-0.77,-2.86,3.25
8.157,0.91,-0.56,-1.03,1.49
8.167,-0.35,0.76,0.60,1.03
8.177,-1.99,4.63,1.55,5.27
8.188,-3.54,10.97,1.14,11.58
8.198,-3.09,15.29,0.22,15.60
8.208,-3.47,13.11,2.73,13.83
8.218,-4.68,7.48,4.77,10.03
8.228,-4.52,2.06,5.21,7.20
8.237,-3.41,-0.99,5.81,6.81
8.248,-2.18,-2.56,5.86,6.76
8.257,-0.88,-2.86,5.02,5.85
8.267,0.51,-1.92,3.43,3.96
8.277,1.47,-0.81,1.77,2.44
8.287,1.12,-0.34,0.29,1.20
8.297,-0.43,-0.20,-0.66,0.81
8.307,-2.82,-0.33,-1.29,3.12
8.317,-4.92,-0.56,-1.67,5.22
8.327,-5.28,-1.18,-1.23,5.55
8.337,-4.70,-2.36,-0.40,5.27
8.347,-3.38,-2.97,-0.17,4.50
8.357,-2.32,-3.17,0.19,3.93
8.367,-1.76,-3.64,0.40,4.06
8.377,-1.62,-4.27,0.52,4.60
8.387,-1.60,-4.79,0.15,5.06
8.397,-1.54,-5.41,-0.46,5.64
8.407,-1.53,-5.93,-0.69,6.16
8.417,-1.76,-5.77,-0.62,6.07
8.427,-1.99,-4.76,-0.65,5.20
8.437,-2.17,-3.08,-0.48,3.80
8.447,-2.23,-1.26,-0.23,2.57
8.457,-2.13,0.17,-0.04,2.14
8.467,-1.86,0.91,-0.12,2.07
8.477,-1.76,0.70,-0.15,1.90
8.487,-1.92,0.74,-0.35,2.09
8.497,-1.37,1.36,-0.62,2.03
8.507,-0.86,1.67,-0.88,2.08
8.517,-0.67,1.57,-1.49,2.26
8.527,-0.41,0.95,-2.02,2.27
8.537,0.02,0.16,-2.48,2.48
8.547,0.47,-0.54,-3.23,3.31
8.557,0.88,-1.00,-3.87,4.09
8.567,1.48,-1.38,-4.16,4.63
8.577,2.18,-1.83,-4.08,4.98
8.587,2.61,-1.96,-3.48,4.77
8.597,2.82,-1.47,-2.70,4.17
8.607,3.02,-0.40,-2.11,3.70
8.617,3.39,0.83,-1.77,3.91
8.627,3.48,1.79,-1.84,4.32
8.637,3.32,2.27,-2.65,4.82
8.647,3.08,2.45,-3.54,5.29
8.657,2.71,2.74,-3.98,5.54
8.667,2.11,3.02,-3.78,5.28
8.677,1.88,2.64,-3.49,4.76
8.687,1.97,1.67,-3.08,4.02
8.697,2.27,1.06,-2.44,3.49
8.707,2.86,1.04,-1.55,3.42
8.717,2.90,0.97,-1.05,3.24
8.727,2.58,0.53,-1.19,2.89
8.737,1.79,-0.22,-1.52,2.36
8.746,0.60,-0.92,-1.26,1.67
8.756,-0.39,-1.28,-0.30,1.37
8.767,-1.47,-1.66,0.79,2.35
8.777,-2.54,-2.04,1.83,3.74
8.786,-3.41,-2.38,3.05,5.16
8.796,-4.21,-2.36,4.36,6.50
8.807,-4.91,-0.87,4.51,6.73
8.816,-5.96,2.25,3.98,7.51
8.826,-6.66,5.98,3.13,9.48
8.836,-5.88,8.87,2.90,11.03
8.846,-3.42,10.47,3.59,11.59
8.856,-0.37,10.80,4.11,11.56
8.866,1.78,9.79,4.77,11.03
8.876,3.05,7.62,5.30,9.77
8.886,4.12,4.84,4.98,8.08
8.896,5.00,2.06,4.28,6.90
8.906,4.91,-1.26,2.93,5.85
8.916,4.65,-6.08,0.64,7.68
8.926,3.77,-6.56,-0.45,7.58
8.936,3.49,-5.08,-2.16,6.53
8.946,3.34,-5.84,-2.64,7.23
8.956,3.14,-6.81,-2.47,7.89
8.966,2.49,-6.69,-1.98,7.41
8.976,1.38,-5.97,-1.47,6.30
8.986,0.28,-6.20,-0.91,6.27
8.996,-0.66,-6.39,-0.16,6.42
9.006,-1.19,-6.14,0.28,6.26
9.016,-1.43,-5.34,0.82,5.59
9.026,-1.49,-4.14,1.40,4.62
9.036,-1.42,-2.88,1.61,3.59
9.046,-1.16,-1.86,1.62,2.72
9.056,-0.96,-1.03,1.50,2.06
9.066,-0.76,-0.35,1.44,1.67
9.076,-0.33,-0.04,1.56,1.59
9.086,0.23,-0.11,1.66,1.68
9.096,0.68,-0.35,1.34,1.55
9.106,0.89,-0.22,0.78,1.21
9.116,0.91,0.71,0.37,1.21
9.126,1.30,1.84,-0.38,2.29
9.136,2.16,3.05,-1.51,4.03
9.146,3.10,5.31,-2.63,6.69
9.156,4.23,7.44,-3.77,9.35
9.166,4.92,6.42,-4.63,9.32
9.176,3.51,4.11,-5.10,7.43
9.186,1.57,2.36,-5.17,5.90
9.196,0.52,0.93,-4.81,4.93
9.206,0.47,-0.44,-3.93,3.98
9.216,0.63,-0.76,-2.21,2.42
9.226,-0.00,-0.18,-0.84,0.86
9.236,-1.31,2.20,-0.02,2.56
9.246,-2.64,7.58,0.77,8.07
9.256,-3.29,13.83,0.92,14.25
9.266,-2.46,16.26,0.19,16.44
9.276,-2.93,11.81,2.27,12.37
9.286,-4.03,5.19,4.18,7.78
9.296,-3.93,-0.24,4.74,6.16
9.306,-2.61,-3.23,5.22,6.67
9.316,-1.01,-4.68,5.14,7.02
9.326,-0.10,-4.55,4.53,6.42
9.336,0.62,-3.06,2.99,4.33
9.346,1.33,-1.77,1.41,2.63
9.355,1.51,-1.10,0.11,1.87
9.365,0.87,-0.86,-1.00,1.58
9.375,-1.08,-0.67,-1.10,1.68
9.386,-3.73,-0.45,-1.03,3.90
9.396,-5.62,-0.35,-0.94,5.71
9.405,-5.99,-0.90,-0.37,6.07
9.416,-5.11,-1.30,0.24,5.28
9.426,-3.66,-1.58,0.77,4.06
9.436,-2.61,-2.51,0.97,3.74
9.445,-1.98,-3.48,1.17,4.17
9.456,-1.63,-4.28,1.05,4.70
9.465,-1.14,-5.22,0.22,5.35
9.475,-0.75,-5.83,-0.41,5.89
9.485,-0.69,-5.59,-0.76,5.68
9.495,-0.83,-4.37,-1.12,4.58
9.505,-1.16,-2.80,-1.37,3.32
9.515,-1.47,-1.34,-1.27,2.36
9.525,-1.61,-0.03,-0.75,1.77
9.535,-1.39,1.00,-0.12,1.72
9.545,-1.43,1.22,0.31,1.90
9.555,-1.89,1.57,0.15,2.46
9.565,-1.79,2.20,-0.32,2.85
9.575,-1.55,2.07,-0.53,2.64
9.585,-1.51,1.21,-0.89,2.13
9.595,-1.44,0.11,-1.22,1.89
9.605,-1.06,-0.79,-1.64,2.11
9.615,-0.55,-1.37,-2.38,2.80
9.625,-0.08,-1.65,-3.35,3.74
9.635,0.49,-1.68,-4.09,4.45
9.645,1.19,-1.67,-4.43,4.88
9.655,1.83,-1.52,-4.47,5.07
9.665,2.37,-1.16,-4.16,4.93
9.675,2.70,-0.45,-3.71,4.61
9.685,3.54,0.47,-3.30,4.86
9.695,4.38,1.12,-2.85,5.35
9.705,4.62,1.62,-2.82,5.65
9.715,4.49,2.13,-3.28,5.95
9.725,4.27,2.57,-3.69,6.20
9.735,3.56,2.77,-3.45,5.68
9.745,3.16,2.01,-3.08,4.85
9.755,3.15,0.71,-2.62,4.16
9.765,3.33,0.19,-2.24,4.01
9.775,3.58,0.54,-1.60,3.96
9.785,2.97,0.80,-1.19,3.30
9.795,2.17,0.44,-1.40,2.62
9.805,1.30,-0.28,-1.43,1.96
9.815,0.05,-0.64,-0.58,0.87
9.825,-1.23,-0.63,0.59,1.50
9.835,-2.29,-0.45,1.52,2.79
9.845,-3.35,-0.52,2.19,4.03
9.855,-4.81,-0.85,3.27,5.88
9.865,-6.26,-0.61,3.91,7.41
9.875,-7.43,1.09,4.19,8.59
9.885,-7.94,4.13,4.46,10.00
9.895,-6.88,7.46,4.03,10.92
9.905,-4.65,9.34,3.75,11.08
9.915,-2.42,9.96,4.19,11.07
9.926,-0.11,9.86,4.66,10.91
9.935,1.59,8.78,5.26,10.36
9.945,2.99,6.64,5.52,9.14
9.954,4.44,4.10,4.89,7.78
9.965,5.33,1.32,3.75,6.65
9.974,5.52,-3.29,1.43,6.59
9.985,5.01,-6.93,0.09,8.56
9.995,4.03,-5.19,-1.28,6.70
10.005,3.94,-6.12,-2.94,7.85
10.015,3.77,-7.08,-2.48,8.40
10.025,3.35,-7.69,-2.25,8.68
10.035,2.31,-7.16,-1.62,7.69
10.045,1.21,-6.75,-1.09,6.95
10.055,0.30,-6.88,-0.36,6.90
10.064,-0.41,-6.71,0.40,6.74
10.075,-0.90,-6.06,0.82,6.18
10.084,-1.16,-5.07,1.27,5.36
10.094,-1.29,-3.88,1.49,4.36
10.104,-1.40,-2.77,1.43,3.41
10.114,-1.44,-1.85,1.31,2.69
10.124,-1.51,-1.01,1.13,2.14
10.134,-1.40,-0.32,1.26,1.92
10.145,-0.98,-0.16,1.60,1.88
10.154,-0.43,-0.38,1.87,1.95
10.164,0.03,-0.68,1.52,1.67
10.174,0.26,-0.23,0.89,0.96
10.184,0.58,1.04,0.28,1.22
10.194,1.38,2.31,-0.67,2.77
10.204,2.57,4.63,-1.72,5.57
10.214,4.17,7.38,-3.14,9.04
10.224,5.45,8.42,-4.57,11.02
10.234,5.34,6.19,-5.23,9.70
10.244,3.46,3.74,-5.44,7.45
10.254,1.72,2.03,-5.06,5.72
10.264,0.98,0.45,-4.45,4.58
10.274,0.86,-0.31,-3.36,3.48
10.284,0.56,-0.07,-1.84,1.93
10.294,-0.46,1.11,-0.35,1.25
10.304,-2.25,4.94,0.70,5.47
10.314,-3.98,11.60,0.95,12.30
10.325,-3.64,17.24,-0.13,17.62
10.335,-2.80,15.07,0.66,15.34
10.344,-3.54,7.37,3.99,9.10
10.354,-3.51,0.48,4.91,6.05
10.364,-2.74,-3.52,5.12,6.79
10.374,-1.41,-5.34,5.12,7.54
10.384,-0.28,-5.54,4.67,7.25
10.394,0.63,-4.17,3.74,5.64
10.404,1.43,-2.44,1.98,3.45
10.414,1.70,-1.00,0.47,2.03
10.424,1.53,-0.39,-0.77,1.76
10.434,0.53,-0.22,-1.23,1.36
10.444,-2.13,0.07,-1.07,2.38
10.454,-5.14,0.34,-0.85,5.22
10.464,-6.76,0.55,-0.29,6.79
10.474,-6.68,-0.12,0.59,6.70
10.484,-5.39,-0.90,1.09,5.57
10.494,-3.81,-1.65,1.31,4.36
10.504,-2.73,-2.73,1.70,4.22
10.514,-2.25,-3.76,1.68,4.69
10.524,-1.68,-4.91,0.82,5.25
10.534,-1.13,-5.91,-0.13,6.02
10.544,-0.96,-6.14,-0.67,6.25
10.554,-0.98,-5.39,-1.11,5.59
10.564,-1.25,-4.03,-1.53,4.49
10.574,-1.65,-2.75,-1.59,3.58
10.584,-1.90,-1.73,-1.15,2.82
10.594,-1.71,-0.75,-0.36,1.90
10.604,-1.34,0.14,0.47,1.42
10.614,-1.25,0.91,0.84,1.76
10.624,-1.54,1.80,0.37,2.40
10.634,-1.45,2.32,-0.54,2.79
10.644,-1.06,1.94,-1.06,2.45
10.654,-0.86,0.91,-1.33,1.82
10.664,-0.67,-0.03,-1.56,1.70
10.674,-0.34,-0.62,-1.94,2.06
10.684,-0.05,-0.81,-2.66,2.78
10.694,0.20,-0.87,-3.58,3.68
10.704,0.49,-0.95,-4.04,4.17
10.714,0.86,-1.14,-3.82,4.08
10.724,1.16,-1.19,-3.38,3.77
10.733,1.54,-0.92,-3.18,3.65
10.743,1.88,-0.29,-3.07,3.61
10.753,2.38,0.62,-2.87,3.78
10.763,3.03,1.33,-2.68,4.26
10.773,3.55,1.64,-2.58,4.69
10.783,3.75,1.61,-2.84,4.97
10.793,3.81,1.42,-3.48,5.35
10.803,3.65,1.60,-4.01,5.65
10.813,3.14,2.08,-3.84,5.38
10.823,2.97,1.85,-3.66,5.07
10.834,3.22,0.72,-3.61,4.89
10.843,3.63,0.10,-3.17,4.82
10.853,4.08,0.45,-2.16,4.64
10.863,3.91,0.93,-1.46,4.27
10.873,3.32,0.84,-1.49,3.73
10.883,2.21,0.15,-1.59,2.73
10.893,0.80,-0.36,-0.96,1.30
10.903,-0.64,-0.66,0.20,0.94
10.913,-2.04,-0.69,1.41,2.57
10.923,-3.09,-0.81,2.41,4.00
10.933,-4.19,-0.97,3.52,5.56
10.943,-5.42,-0.51,4.12,6.82
10.953,-6.61,1.49,3.98,7.86
10.963,-7.55,4.90,3.71,9.74
10.973,-7.25,8.55,3.32,11.69
10.983,-5.29,10.48,3.70,12.31
10.993,-2.38,10.82,4.09,11.81
11.003,0.19,9.81,4.32,10.72
11.013,1.74,7.75,4.86,9.31
11.023,2.86,5.09,5.02,7.70
11.033,3.98,2.40,4.48,6.45
11.043,4.60,-0.21,3.71,5.92
11.053,4.62,-4.16,1.68,6.44
11.063,4.09,-6.85,0.39,7.99
11.073,3.63,-4.78,-1.00,6.08
11.083,4.10,-5.90,-2.60,7.64
11.093,3.72,-6.73,-2.28,8.02
11.103,3.23,-7.39,-2.40,8.41
11.113,2.42,-6.85,-1.81,7.48
11.123,1.35,-6.56,-1.30,6.82
11.133,0.34,-6.80,-0.73,6.85
11.143,-0.32,-6.78,-0.10,6.79
11.153,-0.73,-6.07,0.47,6.13
11.163,-1.01,-4.99,1.01,5.19
11.173,-1.29,-3.80,1.32,4.22
11.183,-1.60,-2.77,1.22,3.42
11.193,-1.96,-1.78,0.99,2.82
11.203,-2.23,-0.77,0.80,2.49
11.213,-2.19,-0.02,0.83,2.34
11.223,-1.77,0.13,1.14,2.11
11.233,-1.08,-0.28,1.35,1.75
11.243,-0.47,-0.96,1.12,1.55
11.253,-0.19,-0.98,0.68,1.21
11.263,-0.06,0.40,0.26,0.49
11.273,0.67,1.57,-0.49,1.78
11.283,2.00,3.08,-1.20,3.86
11.293,3.34,5.53,-2.01,6.77
11.303,4.65,6.69,-3.09,8.72
11.313,4.74,5.43,-3.79,8.14
11.323,3.41,3.91,-4.17,6.65
11.332,1.84,2.49,-4.41,5.38
11.343,1.30,1.22,-4.57,4.91
11.353,1.74,0.31,-4.47,4.81
11.363,2.21,0.24,-3.67,4.29
11.372,2.04,0.24,-2.46,3.21
11.382,1.31,0.25,-0.77,1.54
11.392,-0.18,1.45,1.09,1.83
11.403,-2.14,5.90,2.36,6.71
11.412,-3.95,12.70,1.88,13.43
11.423,-3.89,17.05,-0.93,17.51
11.433,-4.50,13.93,1.06,14.68
11.442,-5.04,6.23,4.35,9.12
11.453,-4.54,-0.34,5.15,6.88
11.462,-3.31,-3.40,5.92,7.59
11.472,-2.29,-4.41,5.98,7.78
11.482,-1.64,-3.75,5.04,6.49
11.492,-0.81,-2.32,3.26,4.09
11.502,0.08,-1.53,1.43,2.10
11.512,0.36,-1.18,-0.16,1.24
11.522,-0.11,-0.77,-1.01,1.27
11.532,-1.56,-0.25,-1.10,1.93
11.542,-3.47,-0.05,-0.74,3.54
11.552,-4.84,0.01,0.10,4.84
11.562,-4.86,0.02,0.93,4.95
11.572,-3.79,0.03,1.18,3.97
11.582,-2.57,-0.12,1.40,2.93
11.592,-1.97,-0.78,1.64,2.68
11.602,-1.82,-2.05,1.47,3.11
11.612,-1.94,-3.48,0.55,4.02
11.622,-1.92,-4.99,-0.40,5.36
11.632,-1.85,-6.02,-0.87,6.35
11.642,-1.85,-6.09,-1.21,6.48
11.652,-1.80,-5.26,-1.56,5.77
11.662,-1.89,-3.94,-1.63,4.67
11.672,-2.03,-2.56,-1.39,3.55
11.682,-2.09,-1.41,-0.90,2.68
11.692,-1.99,-0.65,-0.27,2.12
11.702,-1.65,-0.02,0.19,1.66
11.712,-1.30,0.33,0.24,1.36
11.722,-1.13,0.82,-0.30,1.43
11.732,-0.84,1.11,-1.00,1.71
11.742,-0.66,0.76,-1.43,1.75
11.752,-0.54,0.03,-1.64,1.72
11.762,-0.22,-0.70,-1.75,1.89
11.772,0.28,-0.83,-2.11,2.28
11.782,0.60,-0.63,-2.78,2.91
11.792,0.87,-0.39,-3.53,3.65
11.802,1.26,-0.29,-3.88,4.09
11.812,1.72,-0.26,-3.75,4.13
11.822,2.07,-0.31,-3.58,4.14
11.832,2.25,-0.32,-3.50,4.17
11.842,2.31,0.03,-3.39,4.10
11.852,2.45,0.39,-2.93,3.84
11.862,2.69,0.67,-2.41,3.67
11.872,2.92,1.05,-2.20,3.81
11.882,3.26,1.31,-2.56,4.35
11.892,3.60,1.27,-3.27,5.03
11.902,3.43,1.54,-3.48,5.12
11.911,2.89,1.85,-3.03,4.58
11.922,2.93,1.38,-2.63,4.17
11.932,3.38,0.57,-2.36,4.16
11.942,4.25,0.50,-1.83,4.66
11.952,4.38,1.24,-0.65,4.60
11.962,3.96,1.72,-0.09,4.31
11.972,3.40,1.54,-0.64,3.78
11.982,1.72,1.10,-1.11,2.32
11.992,-0.10,0.27,-0.78,0.83
12.002,-1.63,-0.53,0.27,1.73
12.012,-2.95,-0.73,1.52,3.39
12.021,-4.14,-0.93,2.35,4.85
12.031,-5.61,-0.92,3.48,6.66
12.041,-6.88,-0.51,4.18,8.06
12.052,-7.82,0.67,4.28,8.94
12.061,-8.57,3.40,3.87,10.00
12.071,-8.17,6.67,3.19,11.02
12.081,-6.06,8.82,3.03,11.12
12.091,-2.69,9.83,3.39,10.74
12.102,0.37,9.77,3.95,10.54
12.111,2.34,8.52,4.79,10.05
12.121,3.87,6.26,5.41,9.13
12.131,5.35,3.54,4.95,8.10
12.141,6.13,0.72,4.33,7.54
12.151,6.55,-3.76,2.74,8.03
12.161,6.05,-7.27,1.66,9.60
12.171,4.82,-5.53,-0.44,7.35
12.181,4.33,-6.08,-2.60,7.90
12.191,4.25,-6.95,-2.34,8.48
12.201,3.91,-7.33,-2.21,8.59
12.211,2.79,-6.27,-1.92,7.12
12.221,1.74,-5.72,-1.46,6.15
12.231,0.69,-5.54,-0.83,5.65
12.241,-0.09,-5.52,-0.54,5.55
12.251,-0.76,-5.01,-0.17,5.07
12.261,-1.07,-4.27,0.19,4.40
12.271,-1.14,-3.38,0.63,3.62
12.281,-1.44,-2.35,0.92,2.91
12.291,-1.83,-1.40,0.96,2.50
12.301,-2.03,-0.85,0.91,2.38
12.311,-1.95,-0.80,0.95,2.31
12.321,-1.57,-1.23,1.13,2.29
12.331,-0.88,-1.91,1.28,2.46
12.341,-0.07,-2.39,1.21,2.68
12.351,0.74,-2.61,0.94,2.87
12.361,1.51,-2.71,0.41,3.13
12.371,2.00,-1.77,0.03,2.67
12.381,2.31,0.53,-0.31,2.39
12.391,2.98,3.31,-0.93,4.55
12.401,3.89,6.40,-1.67,7.67
12.411,4.75,8.09,-2.77,9.78
12.421,4.60,7.37,-3.44,9.35
12.431,2.78,5.29,-4.12,7.26
12.441,-0.01,3.68,-4.64,5.92
12.451,-1.39,1.85,-4.83,5.35
12.461,-0.74,-0.07,-4.45,4.51
12.471,0.41,-0.79,-3.21,3.33
12.481,0.62,-0.84,-1.84,2.12
12.491,-0.00,-0.15,-0.40,0.43
12.501,-1.42,2.75,0.82,3.20
12.511,-2.85,9.17,1.28,9.69
12.521,-2.51,15.48,0.63,15.69
12.532,-1.42,16.24,-0.04,16.30
12.541,-2.51,10.88,1.96,11.34
12.551,-3.19,4.23,3.77,6.50
12.561,-3.13,-0.84,4.45,5.51
12.571,-2.08,-3.87,5.06,6.70
12.581,-0.79,-4.87,5.13,7.12
12.590,-0.07,-3.52,4.52,5.73
12.601,0.52,-1.90,2.95,3.55
12.610,1.11,-0.99,1.33,2.00
12.621,1.23,-0.50,0.18,1.34
12.631,0.23,-0.23,-0.42,0.53
12.641,-2.32,0.10,-0.38,2.35
12.651,-4.96,0.42,-0.39,5.00
12.660,-6.27,0.49,0.03,6.29
12.670,-6.04,-0.15,0.81,6.10
12.681,-4.83,-0.98,1.25,5.08
12.691,-3.34,-1.77,1.44,4.04
12.701,-2.38,-2.66,1.61,3.92
12.710,-2.11,-3.65,1.21,4.39
12.720,-1.76,-4.85,0.14,5.16
12.730,-1.47,-5.96,-0.76,6.18
12.740,-1.40,-6.50,-1.18,6.75
12.750,-1.52,-6.12,-1.57,6.50
12.760,-1.84,-4.89,-1.89,5.56
12.770,-2.10,-3.40,-1.90,4.43
12.780,-2.28,-2.08,-1.44,3.40
12.790,-2.23,-0.90,-0.67,2.50
12.800,-1.84,0.10,0.25,1.86
12.810,-1.42,0.92,0.97,1.95
12.820,-1.25,1.43,1.00,2.15
12.830,-1.33,1.73,0.11,2.19
12.840,-1.16,1.77,-0.87,2.29
12.850,-0.80,1.32,-1.54,2.17
12.860,-0.46,0.45,-1.86,1.97
12.870,-0.10,-0.36,-2.10,2.13
12.880,0.30,-0.61,-2.63,2.72
12.890,0.69,-0.57,-3.44,3.56
12.900,1.04,-0.52,-4.12,4.28
12.910,1.57,-0.60,-4.18,4.50
12.920,2.05,-0.83,-3.83,4.42
