time,ax,ay,az,atotal
19.380,-1.50,-2.09,-1.47,2.97
19.390,-1.43,-1.95,-2.15,3.24
19.400,-1.30,-1.35,-2.29,2.95
19.410,-1.06,-0.70,-2.03,2.40
19.420,0.20,-0.43,-2.97,3.01
19.430,1.09,-0.38,-3.02,3.23
19.440,1.87,-0.49,-2.85,3.45
19.450,2.32,-0.79,-2.47,3.48
19.460,2.35,-0.92,-2.04,3.25
19.470,2.18,-0.70,-1.60,2.79
19.480,1.79,-0.00,-1.41,2.28
19.490,1.72,0.77,-1.98,2.73
19.500,1.78,1.33,-2.73,3.52
19.510,1.54,1.94,-3.16,4.02
19.520,1.22,2.28,-3.33,4.21
19.530,1.04,2.12,-3.18,3.96
19.540,1.13,1.16,-2.80,3.23
19.550,1.33,-0.02,-2.33,2.68
19.560,1.75,-0.93,-1.98,2.80
19.570,2.03,-0.85,-1.35,2.58
19.580,1.91,0.04,-0.64,2.01
19.590,1.36,0.26,-0.28,1.42
19.600,0.52,-0.21,-0.22,0.60
19.610,-0.38,-0.92,-0.08,1.00
19.620,-1.15,-1.53,0.31,1.94
19.630,-1.83,-1.00,0.64,2.18
19.640,-2.92,-1.59,1.52,3.66
19.650,-3.68,-1.91,2.62,4.90
19.660,-4.30,-1.54,4.03,6.09
19.670,-3.87,-0.67,5.94,7.12
19.680,-3.36,0.56,6.88,7.67
19.690,-2.73,3.77,6.19,7.74
19.700,-1.97,6.70,4.49,8.30
19.710,-1.50,8.55,3.07,9.21
19.720,-0.61,9.97,3.38,10.55
19.730,0.78,9.85,3.84,10.60
19.740,2.95,8.33,3.45,9.48
19.750,5.10,5.89,2.41,8.15
19.760,6.43,3.34,1.30,7.36
19.770,6.10,0.24,1.09,6.20
19.780,5.13,-3.85,0.14,6.42
19.790,-0.12,-7.69,2.66,8.14
19.800,2.36,-7.02,-3.62,8.24
19.809,5.12,-4.76,-2.44,7.41
19.820,4.67,-2.34,-1.32,5.39
19.829,4.47,-2.15,-0.76,5.02
19.840,2.88,-2.35,0.55,3.76
19.849,1.13,-2.21,0.95,2.65
19.859,-0.28,-2.84,1.27,3.12
19.869,-0.94,-3.46,1.63,3.93
19.880,-1.68,-2.39,1.78,3.42
19.889,-2.48,-1.44,0.45,2.90
19.899,-1.55,-1.64,0.60,2.34
19.909,-1.00,-1.16,0.80,1.73
19.919,-0.79,-1.15,0.49,1.48
19.929,-1.16,-0.92,0.47,1.55
19.939,-1.44,-1.11,0.85,2.01
19.949,-1.51,-1.40,1.25,2.41
19.959,-1.12,-1.02,1.22,1.95
19.969,-0.47,-1.85,0.87,2.10
19.979,-1.20,-1.90,0.67,2.35
19.989,-0.21,-0.61,0.78,1.01
19.999,0.54,1.03,0.48,1.25
20.009,1.07,2.65,0.17,2.86
20.019,1.99,3.35,-0.72,3.96
20.029,2.65,3.81,-1.52,4.89
20.039,2.75,3.33,-2.11,4.81
20.049,2.19,2.38,-2.31,3.97
20.059,1.20,0.76,-2.39,2.78
20.069,0.35,-0.50,-2.46,2.53
20.079,0.54,-0.82,-2.05,2.27
20.089,0.86,-0.70,-1.88,2.19
20.099,1.60,-0.98,-1.89,2.67
20.109,2.29,-0.99,-1.32,2.82
20.119,2.54,-0.42,-0.19,2.58
20.129,2.67,0.55,1.05,2.92
20.139,2.47,2.12,2.19,3.92
20.149,1.89,4.45,2.99,5.68
20.159,1.44,6.51,2.67,7.18
20.169,0.62,8.92,1.44,9.06
20.179,-0.59,9.70,0.12,9.72
20.189,-2.46,7.88,-0.40,8.27
20.199,-3.08,4.82,0.11,5.72
20.209,-2.30,2.17,0.90,3.29
20.219,-1.32,0.13,1.39,1.92
20.229,-0.74,-1.81,1.53,2.48
20.239,-0.47,-3.55,1.18,3.77
20.249,-0.49,-4.06,-0.50,4.12
20.259,-0.22,-2.84,-0.22,2.86
20.269,-0.51,-1.54,-0.35,1.65
20.279,-0.59,-1.86,-0.48,2.01
20.289,-1.02,-2.46,0.56,2.72
20.299,-1.64,-2.92,1.20,3.56
20.309,-2.18,-2.77,1.74,3.93
20.319,-2.69,-1.86,1.95,3.81
20.329,-4.15,-0.33,1.52,4.44
20.338,-5.46,1.02,1.32,5.71
20.349,-5.69,0.99,1.20,5.90
20.359,-5.09,-0.14,0.82,5.16
20.369,-4.28,-1.18,0.24,4.44
20.379,-3.90,-1.87,-0.05,4.32
20.389,-3.41,-2.35,-0.14,4.14
20.399,-2.76,-2.58,-0.14,3.78
20.409,-2.07,-2.82,-0.51,3.54
20.419,-1.15,-2.09,-1.41,2.77
20.428,-0.47,-0.97,-1.26,1.65
20.439,-0.08,0.13,-0.75,0.77
20.448,0.08,0.59,0.14,0.61
20.458,-0.11,0.60,1.12,1.27
20.468,-0.68,0.80,1.83,2.11
20.479,-1.69,0.83,1.71,2.54
20.488,-2.61,0.77,0.95,2.88
20.499,-3.02,0.37,0.16,3.04
20.508,-2.87,-0.22,-0.26,2.89
20.518,-2.21,-0.29,-0.62,2.31
20.528,-1.54,0.11,-1.01,1.84
20.538,-1.14,0.45,-1.11,1.66
20.548,-0.68,0.61,-0.87,1.26
20.558,0.04,1.03,-0.63,1.21
20.568,0.42,2.10,-0.42,2.18
20.578,0.37,2.91,-0.28,2.95
20.588,0.09,2.74,-0.34,2.76
20.598,0.11,2.18,-1.01,2.41
20.608,0.06,1.94,-1.76,2.62
20.618,-0.03,1.28,-2.43,2.75
20.628,-0.21,0.77,-2.30,2.43
20.638,-0.17,0.45,-2.17,2.22
20.648,-0.14,-0.12,-2.11,2.12
20.658,0.10,-0.41,-2.13,2.17
20.668,0.50,-0.69,-2.10,2.26
20.678,0.94,-0.87,-2.07,2.44
20.688,1.22,-0.20,-1.68,2.09
20.698,1.17,0.27,-1.52,1.94
20.708,0.64,0.07,-1.12,1.29
20.718,-0.00,-0.85,-0.88,1.22
20.728,-0.90,-0.95,-1.11,1.71
20.738,-1.34,-1.04,-1.03,1.98
20.748,-1.26,-0.75,-0.86,1.70
20.758,-0.98,-0.14,-0.86,1.31
20.768,-0.96,1.04,-0.69,1.57
20.778,-0.40,2.64,-0.39,2.70
20.788,0.59,2.99,-0.30,3.06
20.798,1.12,4.34,0.24,4.49
20.808,0.80,5.42,0.69,5.52
20.818,-0.05,5.30,0.81,5.36
20.828,-0.45,5.77,1.49,5.98
20.838,-0.95,4.32,0.36,4.44
20.848,-2.33,2.57,-0.22,3.48
20.858,-1.75,3.33,0.42,3.78
20.868,-1.03,2.91,1.07,3.26
20.878,0.05,3.66,1.58,3.99
20.888,0.82,2.36,1.78,3.07
20.898,1.33,0.00,2.15,2.53
20.908,1.29,-0.64,3.56,3.83
20.918,1.51,-1.86,4.93,5.48
20.928,2.83,-2.50,5.97,7.06
20.938,3.58,-1.63,4.48,5.96
20.948,3.29,-1.84,3.55,5.17
20.958,3.31,1.92,4.00,5.54
20.968,3.66,2.14,1.92,4.65
20.978,3.41,0.77,0.81,3.58
20.988,2.79,2.83,1.57,4.28
20.998,2.51,3.71,2.43,5.10
21.008,3.10,1.91,1.57,3.96
21.017,3.23,2.26,2.71,4.78
21.027,3.96,1.18,0.72,4.19
21.037,5.51,4.31,3.03,7.63
21.048,8.74,4.44,0.37,9.81
21.058,8.79,2.50,-3.27,9.71
21.068,7.39,2.26,-3.26,8.39
21.078,5.77,2.51,-4.53,7.76
21.088,4.37,3.13,-5.53,7.71
21.098,3.61,2.66,-5.92,7.42
21.108,3.01,2.38,-4.73,6.09
21.117,2.52,3.93,-4.65,6.58
21.127,2.63,5.46,-5.99,8.52
21.138,3.10,6.10,-6.17,9.21
21.147,3.18,5.08,-6.69,8.98
21.157,2.40,2.90,-7.82,8.68
21.167,0.80,0.51,-7.51,7.57
21.177,-1.04,-1.14,-8.14,8.29
21.187,-2.86,-2.16,-8.28,9.02
21.197,-5.37,-2.18,-7.23,9.27
21.207,-7.50,-0.05,-6.52,9.94
21.217,-7.92,0.88,-6.52,10.29
21.227,-7.84,0.77,-5.29,9.49
21.237,-7.88,0.94,-4.40,9.08
21.247,-7.87,0.79,-4.50,9.10
21.257,-8.55,0.46,-4.49,9.66
21.267,-9.51,0.10,-4.40,10.48
21.277,-10.50,-0.16,-4.14,11.29
21.287,-11.32,-0.73,-3.41,11.84
21.297,-11.50,-0.90,-2.20,11.75
21.307,-11.02,-0.61,-1.61,11.16
21.317,-10.56,-0.45,-1.49,10.68
21.327,-9.99,-0.61,-1.50,10.12
21.337,-9.35,-0.70,-1.52,9.50
21.347,-9.00,-0.77,-1.02,9.09
21.357,-8.85,-0.97,-0.61,8.92
21.367,-8.74,-1.03,-0.98,8.85
21.377,-8.52,-1.06,-0.85,8.62
21.387,-8.31,-1.22,0.41,8.41
21.397,-8.24,-1.32,0.88,8.39
21.407,-7.85,-1.05,1.57,8.07
21.417,-6.93,-0.05,2.65,7.42
21.427,-6.25,1.09,2.98,7.01
21.437,-6.31,1.49,2.29,6.87
21.447,-5.75,0.60,2.09,6.15
21.457,-5.44,-0.55,1.39,5.65
21.467,-5.95,-1.88,2.74,6.81
21.477,-5.27,-3.42,3.73,7.30
21.487,-4.73,-2.99,4.16,6.97
21.497,-3.81,-1.41,4.61,6.15
21.507,-2.59,-0.61,5.91,6.49
21.517,-2.21,-0.21,5.34,5.78
21.527,-2.52,-0.13,4.10,4.81
21.537,-2.73,1.35,1.66,3.47
21.547,1.22,6.01,2.59,6.66
21.557,-1.46,5.94,31.07,31.67
21.567,0.64,-1.55,12.05,12.16
21.577,0.89,-1.72,-1.52,2.46
21.587,0.17,1.29,1.48,1.97
21.597,1.74,1.88,1.01,2.75
21.607,0.92,2.10,0.24,2.30
21.617,-0.84,1.55,-1.57,2.36
21.627,-6.21,-2.21,-3.43,7.43
21.637,-5.66,-1.00,-2.83,6.40
21.647,-5.09,0.15,-1.63,5.34
21.657,-5.30,-0.78,0.19,5.36
21.666,-3.39,-0.17,0.84,3.50
21.677,-2.38,-0.65,1.51,2.89
21.687,-2.42,-1.69,1.52,3.32
21.697,-3.06,-2.80,3.87,5.68
21.707,-4.00,-3.16,5.49,7.50
21.717,-3.52,-2.63,4.13,6.03
21.727,-2.00,-2.03,1.12,3.06
21.737,-1.06,-1.63,-0.77,2.09
21.747,-0.49,-1.17,-2.00,2.37
21.757,-0.46,-0.74,-1.28,1.55
21.766,-0.81,-0.17,-0.12,0.84
21.776,-1.19,0.09,-0.33,1.24
21.786,-1.63,0.47,-0.66,1.82
21.796,-2.12,0.68,-0.98,2.43
21.806,-2.12,0.34,-1.49,2.61
21.816,-1.12,-0.19,-1.46,1.85
21.826,0.14,-1.44,-1.98,2.46
21.836,0.89,-2.45,-1.40,2.96
21.846,1.10,-2.48,-0.64,2.79
21.856,1.17,-1.94,-1.06,2.50
21.866,0.92,-1.29,-0.90,1.82
21.876,0.47,-0.97,-0.29,1.12
21.886,0.16,-0.91,-0.13,0.93
21.896,0.23,-0.80,-0.05,0.83
21.906,0.27,-0.85,0.16,0.91
21.916,0.13,-0.92,0.37,1.00
21.926,-0.04,-0.82,0.85,1.18
21.936,-0.12,-0.72,1.15,1.36
21.946,-0.18,-0.59,1.21,1.36
21.956,0.06,-0.58,1.45,1.57
21.966,0.30,-0.66,1.21,1.41
21.976,0.51,-0.31,0.63,0.87
21.986,0.63,0.22,0.01,0.67
21.996,0.38,0.57,-0.16,0.70
22.006,0.08,0.68,-0.03,0.69
22.016,-0.21,0.58,0.17,0.64
22.026,-0.37,0.32,0.48,0.69
22.036,-0.47,0.04,0.77,0.90
22.046,-0.45,-0.16,0.85,0.97
22.056,-0.18,-0.28,0.59,0.68
22.066,0.13,-0.34,0.24,0.44
22.076,0.27,-0.36,-0.03,0.46
22.086,0.23,-0.16,-0.49,0.57
22.096,0.01,0.25,-0.61,0.66
22.106,-0.24,0.39,-0.23,0.51
22.116,-0.37,0.14,0.37,0.54
22.126,-0.26,-0.46,0.83,0.98
22.136,-0.29,-0.47,0.90,1.06
22.146,-0.12,-0.31,0.81,0.88
22.156,0.29,-0.86,0.67,1.13
22.166,0.67,-1.32,0.36,1.52
22.176,0.83,-1.21,0.06,1.47
22.186,0.75,-0.94,0.29,1.24
22.196,0.68,-0.52,0.68,1.09
22.206,0.47,-0.01,1.05,1.15
22.216,0.04,-0.48,1.06,1.17
22.226,-0.82,-1.32,1.33,2.05
22.236,-0.42,-1.07,0.79,1.39
22.246,0.11,-0.62,1.42,1.55
22.256,0.29,-0.15,1.19,1.23
22.266,0.61,0.25,0.57,0.87
22.276,0.61,0.42,0.26,0.79
22.286,0.34,0.49,0.14,0.62
22.296,0.13,0.66,0.61,0.91
22.306,-0.19,0.62,0.96,1.16
22.316,-0.23,0.07,1.15,1.18
22.326,0.08,-0.19,1.29,1.31
22.336,0.56,-0.14,1.26,1.39
22.345,0.97,-0.16,0.95,1.37
22.356,1.08,-0.09,0.71,1.30
22.366,0.92,0.12,0.68,1.14
22.376,0.67,0.32,0.75,1.06
22.385,0.48,0.34,0.65,0.88
22.395,0.47,0.25,0.43,0.69
22.405,0.60,0.16,0.25,0.67
22.415,0.57,0.13,0.04,0.58
22.425,0.39,0.16,0.03,0.42
22.435,0.02,0.22,0.29,0.36
22.445,-0.28,0.18,0.64,0.72
22.455,-0.49,0.15,0.84,0.98
22.465,-0.50,0.07,0.55,0.75
22.475,-0.48,-0.02,0.45,0.65
22.485,-0.43,-0.27,0.38,0.63
22.495,-0.30,-0.33,0.12,0.46
22.505,-0.16,-0.25,-0.27,0.40
22.515,0.01,-0.22,-0.54,0.58
22.525,0.11,-0.31,-0.59,0.67
22.535,-0.04,-0.33,-0.36,0.49
22.546,-0.28,-0.40,0.01,0.49
22.555,-0.39,-0.57,0.35,0.77
22.565,-0.34,-0.68,0.46,0.89
22.575,-0.21,-0.68,0.19,0.74
22.585,-0.10,-0.70,-0.21,0.73
22.595,-0.11,-0.43,-0.49,0.66
22.605,-0.15,-0.09,-0.81,0.82
22.615,-0.16,-0.11,-0.92,0.94
22.625,-0.23,-0.11,-0.85,0.88
22.635,-0.26,-0.17,-0.44,0.54
22.645,-0.26,-0.36,-0.19,0.48
22.655,-0.28,-0.38,0.06,0.47
22.665,-0.36,-0.16,0.26,0.47
22.675,-0.40,0.05,0.18,0.44
22.685,-0.32,0.18,0.02,0.37
22.695,-0.10,0.22,-0.23,0.33
22.705,0.23,0.26,-0.65,0.74
22.715,0.40,0.31,-0.62,0.80
22.725,0.35,0.11,-0.12,0.39
22.735,0.21,-0.01,0.33,0.40
22.745,0.08,0.02,0.54,0.54
22.755,0.08,-0.02,0.41,0.42
22.765,0.10,0.00,0.29,0.31
22.775,0.06,-0.04,0.50,0.50
22.785,0.04,-0.13,0.26,0.29
22.795,0.16,0.02,0.02,0.17
22.805,0.20,0.11,0.13,0.26
22.815,0.14,0.07,0.70,0.72
22.825,0.23,-0.26,0.83,0.90
22.835,0.52,-0.26,0.82,1.00
22.845,0.67,-0.19,0.53,0.88
22.855,0.61,-0.08,0.28,0.68
22.865,0.42,0.01,0.25,0.49
22.874,-0.03,-0.06,0.83,0.84
22.885,-0.50,-0.17,1.43,1.52
22.895,-0.55,-0.01,1.22,1.34
22.905,-0.36,0.08,0.59,0.70
22.915,0.03,0.01,0.07,0.08
22.925,0.37,-0.02,-0.50,0.62
22.936,0.52,-0.05,-0.80,0.96
22.944,0.52,-0.18,-0.74,0.92
22.954,0.42,-0.29,-0.49,0.71
22.964,0.32,-0.37,-0.02,0.49
22.975,0.35,-0.40,0.24,0.58
22.984,0.43,-0.30,0.23,0.57
22.994,0.49,-0.26,0.13,0.56
23.005,0.59,-0.20,-0.29,0.69
23.014,0.82,-0.02,-0.87,1.20
23.024,0.98,0.06,-1.22,1.56
23.034,0.93,0.01,-1.26,1.56
23.044,0.71,0.03,-0.91,1.15
23.054,0.44,0.02,-0.43,0.62
23.064,0.35,-0.06,-0.11,0.37
23.074,0.25,-0.03,0.07,0.27
23.084,0.16,0.04,0.15,0.22
23.094,0.25,0.08,0.05,0.27
23.104,0.46,0.09,-0.03,0.47
23.114,0.63,0.24,-0.43,0.80
23.124,0.73,0.45,-0.72,1.12
23.134,0.84,0.46,-0.71,1.19
23.144,0.93,0.31,-0.48,1.09
23.154,0.88,0.18,-0.21,0.92
23.164,0.71,0.12,0.01,0.72
23.174,0.46,0.23,0.22,0.56
23.184,0.26,0.37,0.36,0.58
23.194,0.17,0.49,0.52,0.73
23.204,0.19,0.51,0.67,0.86
23.214,0.30,0.48,0.74,0.93
23.224,0.40,0.40,0.80,0.98
23.234,0.54,0.38,0.46,0.80
23.244,0.59,0.53,0.30,0.84
23.254,0.51,0.58,0.32,0.83
23.264,0.48,0.57,0.29,0.80
23.274,0.44,0.58,0.32,0.80
23.284,0.33,0.72,0.37,0.87
23.294,0.19,0.82,0.28,0.89
23.304,0.20,0.76,0.11,0.79
23.314,0.30,0.66,0.11,0.73
23.324,0.39,0.40,0.24,0.61
23.334,0.51,0.09,0.32,0.61
23.344,0.58,-0.01,0.18,0.61
23.354,0.58,0.02,0.20,0.62
23.364,0.57,-0.01,0.21,0.60
23.374,0.61,0.02,0.06,0.61
23.384,0.66,0.12,-0.17,0.69
23.394,0.67,0.05,-0.30,0.73
23.404,0.68,-0.08,-0.26,0.73
23.414,0.70,-0.21,-0.30,0.79
23.424,0.65,-0.22,-0.22,0.73
23.434,0.49,-0.07,-0.09,0.50
23.444,0.23,0.14,0.04,0.27
23.454,0.02,0.25,0.13,0.28
23.464,-0.08,0.32,0.08,0.34
23.474,-0.07,0.39,-0.05,0.40
23.484,0.00,0.26,-0.12,0.29
23.494,0.08,0.21,-0.27,0.35
23.504,0.17,0.26,-0.41,0.52
23.514,0.26,0.25,-0.45,0.57
23.523,0.32,0.21,-0.42,0.57
23.534,0.37,0.16,-0.41,0.57
23.544,0.36,0.11,-0.30,0.48
23.554,0.28,0.11,-0.12,0.32
23.563,0.25,0.12,-0.04,0.28
23.573,0.25,0.10,-0.07,0.27
23.583,0.30,0.10,-0.20,0.37
23.594,0.36,0.07,-0.32,0.49
23.604,0.41,0.07,-0.38,0.57
23.614,0.41,0.08,-0.38,0.57
23.624,0.37,0.05,-0.33,0.50
23.633,0.39,0.03,-0.31,0.50
23.643,0.40,0.05,-0.33,0.52
23.653,0.32,0.11,-0.27,0.44
23.663,0.20,0.14,-0.14,0.28
23.673,0.11,0.15,-0.06,0.20
23.683,0.09,0.12,-0.05,0.16
23.693,0.15,0.09,-0.09,0.20
23.703,0.21,0.06,-0.12,0.25
23.714,0.27,0.07,-0.18,0.33
23.723,0.30,0.08,-0.18,0.36
23.733,0.31,0.09,-0.17,0.36
23.743,0.28,0.14,-0.13,0.34
23.753,0.23,0.16,-0.08,0.29
23.763,0.14,0.08,0.07,0.18
23.773,0.02,0.04,0.17,0.18
23.783,-0.04,0.01,0.15,0.16
23.793,-0.05,-0.05,0.15,0.17
23.803,-0.07,-0.08,0.09,0.13
23.813,-0.07,-0.04,0.00,0.08
23.823,-0.02,-0.01,-0.06,0.07
23.833,0.04,-0.00,-0.09,0.09
23.843,0.09,-0.06,-0.06,0.12
23.853,0.11,-0.10,0.01,0.15
23.863,0.17,-0.13,0.19,0.28
23.873,0.27,-0.14,0.29,0.42
23.883,0.31,-0.04,0.31,0.44
23.893,0.34,0.10,-0.27,0.44
23.903,0.24,0.50,-1.35,1.46
23.913,-0.07,0.05,-0.27,0.28
23.923,-0.35,-0.42,0.78,0.95
23.933,-0.42,-0.23,1.52,1.59
23.943,-0.39,-0.04,1.37,1.43
23.953,-0.38,0.15,1.31,1.37
23.963,-0.30,0.17,0.93,1.00
23.973,-0.04,0.07,0.25,0.26
23.983,0.44,0.06,-0.26,0.51
