time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.347401,13.4367,4.8048,19.3794,24.066
1.356217,5.0904,2.9774,1.4502,6.073
1.359980,4.9141,-0.1560,-9.7046,10.879
1.364043,3.7669,-1.5761,-8.1529,9.118
1.368185,0.0399,-0.4252,-10.9513,10.960
1.372765,-2.5560,-0.3555,-10.0172,10.344
1.381163,-5.3139,0.7806,-2.7251,6.023
1.390046,-7.4248,0.2196,1.8909,7.665
1.390849,-8.6703,-1.8407,4.7878,10.074
1.395419,-6.1995,-5.0983,11.0676,13.672
1.402778,-4.7777,-6.3534,9.2656,12.208
1.406154,-3.3364,-1.6276,2.6529,4.563
1.410455,-1.0352,1.0716,-3.4412,3.750
1.414565,0.3256,1.2841,-8.4290,8.532
1.418645,4.2278,0.4460,-5.1520,6.680
1.423290,4.9539,-4.3709,7.1366,9.725
1.427023,1.7394,-5.3499,0.3754,5.638
1.435774,9.4916,0.2946,2.1047,9.727
1.439961,4.9291,-0.1063,1.1315,5.058
1.443772,-1.0769,1.6053,-8.0064,8.236
1.448114,-2.5342,2.6366,-8.5882,9.334
1.453329,-3.3932,1.5968,-9.3047,10.032
1.461923,-1.1923,1.2064,3.5781,3.960
1.465506,2.9559,-1.2831,14.5885,14.940
1.471055,0.3378,-2.0101,0.3685,2.071
1.474162,-1.0467,0.5538,0.4731,1.275
1.479244,-0.2658,6.1502,8.4007,10.415
1.487221,1.7996,5.4005,5.8486,8.161
1.490470,6.3557,0.4629,7.0490,9.503
1.495168,0.9424,-0.8130,-5.2695,5.414
1.500825,-1.7408,-0.0861,-8.4288,8.607
1.503554,-2.5612,-0.8883,-4.9583,5.651
1.509292,-2.3450,-2.1014,0.5717,3.200
1.515538,-2.0097,-1.0720,0.6829,2.378
1.520232,4.9380,-0.4904,3.3950,6.013
1.524160,-1.5583,0.6192,0.8644,1.887
1.528250,-1.6372,-0.4579,-2.3830,2.927
1.532771,3.2718,0.3018,5.2858,6.224
1.541276,-0.1852,1.6925,1.1274,2.042
1.545415,-3.6164,0.9498,-7.5683,8.442
1.550081,-4.8526,0.8193,-9.7808,10.949
1.553836,-5.4147,0.1362,-5.5855,7.781
1.557821,-2.4742,-4.3529,11.3493,12.405
1.562431,-0.1784,-5.4241,8.8037,10.342
1.570829,-0.5059,-4.8890,3.6805,6.140
1.574908,-0.9725,1.6272,-1.1552,2.220
1.579598,0.6611,3.0091,-4.6075,5.543
1.583411,2.0303,1.5325,-0.9456,2.714
1.587810,-0.3168,-0.5461,-3.1311,3.194
1.600961,0.4386,-3.1881,-0.7484,3.304
1.601877,1.0049,-1.2365,-0.0875,1.596
1.605985,3.8048,0.5438,-1.3822,4.084
1.612181,3.2810,2.7487,-0.1663,4.283
1.612910,5.4042,6.5987,3.9017,9.379
1.621017,7.4387,4.0701,3.7045,9.253
1.625802,0.3709,2.3205,-1.5854,2.835
1.629744,-2.0189,1.2011,-0.9199,2.523
1.633891,-2.4146,-0.6799,4.8333,5.446
1.638293,-3.1819,1.1299,4.2801,5.452
1.641994,-3.3711,1.5328,-0.0302,3.703
1.650787,-3.3076,0.1247,-0.9271,3.437
1.654995,-4.2330,-0.1075,-2.5986,4.968
1.659731,-4.4301,-0.4381,-3.5513,5.695
1.663718,-4.9436,0.5330,-3.6072,6.143
1.667852,-5.1285,0.9554,-3.2335,6.138
1.677022,-2.4856,-0.9184,-2.8878,3.919
1.680750,8.9899,-5.9249,15.5263,18.894
1.684159,4.9027,-3.9989,12.5142,14.023
1.691687,1.1609,1.1521,-3.6446,3.995
1.693869,1.3285,3.6720,-7.5784,8.525
1.707767,0.6021,3.1535,-9.8660,10.375
1.708630,-0.4244,2.1482,-11.2949,11.505
1.709812,-1.5249,0.8359,-10.0782,10.227
1.714381,-2.4071,0.1980,-4.0249,4.694
1.718275,2.9982,-4.4365,18.4079,19.171
1.723865,1.7186,-3.6216,6.4446,7.590
1.730604,-2.0324,-5.8428,1.5778,6.384
1.734917,0.0199,1.4925,0.3497,1.533
1.739378,2.4909,3.0570,-0.8756,4.039
1.743674,8.4986,2.8890,0.5277,8.992
1.748311,8.5713,0.2138,1.4783,8.700
1.756022,2.5235,-0.1422,-8.4135,8.785
1.760020,0.2017,-0.7500,-8.9419,8.976
1.764330,-1.2679,-0.5976,-2.3846,2.766
1.768022,-3.1152,-0.8354,0.3666,3.246
1.772794,-4.3098,-1.7106,3.6596,5.907
1.777250,-1.3585,-1.9748,7.0707,7.466
1.785952,2.5354,1.6570,11.1874,11.590
1.790743,4.7376,2.1437,8.0569,9.589
1.793898,0.6896,2.0240,-1.3407,2.524
1.801786,1.1945,-3.1386,-4.7004,5.777
1.802068,1.0520,-5.2690,1.2698,5.521
1.810890,-1.7378,-2.3840,-3.8731,4.869
1.814958,-3.8630,0.0178,-6.6318,7.675
1.819357,-4.4717,1.7382,-0.7030,4.849
1.823612,-3.8740,3.7459,1.6944,5.649
1.827733,-4.3400,2.8519,0.2003,5.197
1.836372,4.5850,-4.1731,13.9336,15.251
1.840375,9.3529,-5.8268,18.2634,21.330
1.844620,0.9340,-0.6239,1.6928,2.032
1.848466,1.1654,0.8352,-5.7427,5.919
1.853204,0.8947,-2.1861,-12.6046,12.824
1.857388,-0.6447,-1.6633,-12.9916,13.114
1.865648,-2.5336,1.2401,-10.7851,11.148
1.870113,-3.0682,2.3339,3.9403,5.512
1.874343,-5.2455,2.9430,3.2673,6.845
1.878292,-5.3455,2.1677,2.7406,6.386
1.882214,2.2772,-0.9435,13.9928,14.208
1.891068,0.8450,2.4175,14.4360,14.661
1.895836,-0.3954,4.3195,3.8516,5.801
1.900698,1.5658,2.6478,-3.2509,4.476
1.903455,2.1114,0.6357,-8.9369,9.205
1.907835,-1.5102,0.1660,-11.1631,11.266
1.916376,-0.3158,-2.9059,-2.9902,4.182
1.920336,-1.7248,-2.4102,-1.8552,3.497
1.924370,-3.3520,-2.0993,-4.7492,6.180
1.928770,-2.8352,-0.7483,-4.9579,5.760
1.933234,0.6567,2.1435,-2.6929,3.504
1.937190,3.1531,2.6022,6.8073,7.941
1.946525,-0.3535,-1.2996,6.1054,6.252
1.950555,-1.4115,-3.4360,5.7927,6.881
1.955508,0.2472,-6.3375,-3.5729,7.279
1.958341,1.5692,-3.2097,-5.4644,6.529
1.962439,1.7560,2.0087,-8.1022,8.530
1.971632,4.7663,4.0036,-2.0835,6.564
1.975416,4.3766,3.0056,3.6632,6.450
1.980208,-0.8287,1.1406,-4.2261,4.455
1.984730,1.0565,-3.5744,5.2137,6.409
1.988534,7.2825,-0.8538,12.8338,14.781
1.992365,2.8443,-0.1615,-0.5618,2.904
2.002002,-0.9735,-0.2837,-9.4417,9.496
2.004950,-1.6976,1.1833,-8.1449,8.404
2.010896,1.3960,5.5168,-0.2479,5.696
2.013260,3.6372,4.7564,6.0255,8.495
2.017444,0.4586,-1.3895,4.8345,5.051
2.026205,-2.1940,-0.7457,-3.4704,4.173
2.030190,-2.2607,-2.1523,0.3082,3.137
2.034393,-1.0861,-1.3410,7.7426,7.933
2.038844,-1.0348,-0.6349,3.8457,4.033
2.042879,-2.7025,-0.8044,-0.5377,2.870
2.051302,-4.2953,0.6562,-5.0949,6.696
2.056050,-5.0136,0.3183,-6.0424,7.858
2.059534,-3.4462,-0.9969,-2.3521,4.290
2.063664,5.1177,-3.7360,9.2048,11.175
2.068012,6.0381,-1.0922,9.8276,11.586
2.072869,-0.8773,0.6494,4.5290,4.659
2.081086,-1.5864,-1.5748,-7.3248,7.658
2.084581,-0.9420,-3.3529,-5.8587,6.816
2.092263,-0.4786,-2.3369,-3.4414,4.187
2.096933,-0.5950,-0.2978,-5.5146,5.555
2.097150,-1.1851,2.4043,-5.4176,6.044
2.106009,2.4645,1.7355,12.0394,12.411
2.110208,-1.2903,0.3622,0.5504,1.449
2.114291,-2.9679,4.2167,-2.6875,5.815
2.118390,-2.1204,4.2405,2.6580,5.435
2.122415,9.4056,-0.4120,11.6785,15.001
2.132089,5.9174,-0.2740,4.6294,7.518
2.135354,1.6698,-1.7925,-10.1708,10.462
2.139711,-0.8035,-1.0250,-9.2822,9.373
2.143904,-2.1351,0.8985,-6.8910,7.270
2.148571,-2.9870,1.2754,-0.1744,3.253
2.152058,-2.1673,-0.8346,3.8874,4.528
2.160817,-2.6738,2.1795,-2.4196,4.214
2.164522,-4.1878,2.7179,-4.1693,6.504
2.168952,6.3702,-2.9343,11.4592,13.435
2.173350,15.2877,-8.7951,23.0242,29.003
2.177626,4.1708,-2.6566,-3.7453,6.203
2.185886,2.7062,2.3105,-11.1986,11.750
2.191385,1.5239,2.9627,-12.8009,13.227
2.197017,-0.5214,2.8698,-10.7314,11.121
2.201518,-2.4791,1.9247,-9.2757,9.792
2.202474,-4.5925,1.7986,-6.6302,8.263
2.207089,-6.4354,2.6873,-2.7380,7.492
2.215335,-7.2343,1.1071,-0.4387,7.332
2.219916,-3.5411,-0.9756,3.1899,4.865
2.223990,4.6623,1.3072,24.5931,25.065
2.228194,-1.8968,5.3573,11.7813,13.080
2.232730,-1.1433,4.1947,3.5861,5.636
2.240824,-0.3427,0.8766,-9.4406,9.487
2.245199,2.5525,-2.2352,-10.6448,11.172
2.249019,3.6322,-3.3701,0.0190,4.955
2.253268,1.5021,-2.7012,-3.5959,4.742
2.258486,-0.4797,-3.0296,-7.1966,7.823
2.266067,-1.8324,-3.2896,-7.0983,8.035
2.270460,0.7250,-0.4423,2.7564,2.884
2.275494,3.5358,2.1434,5.2223,6.661
2.278735,4.7371,1.8429,3.9088,6.412
2.282682,3.7317,0.4631,2.6133,4.579
2.287223,2.1411,-1.4356,-1.7829,3.134
2.295424,4.8607,-2.6176,3.4168,6.492
2.299923,2.2719,-2.1140,-0.7221,3.186
2.303938,-0.8225,-0.7337,-6.9444,7.031
2.308303,-1.8544,1.8325,-6.9419,7.415
2.312569,-2.5994,2.9546,-2.3045,4.560
2.320795,-3.6182,3.3229,-0.7323,4.967
2.324884,-3.6459,1.9270,-0.8434,4.209
2.329156,-3.5550,-1.3678,-0.3193,3.822
2.333605,-3.2375,-1.5717,0.4569,3.628
2.337819,-1.6559,-2.4095,7.8573,8.384
2.345750,1.2938,-1.8901,5.5793,6.031
2.350582,1.4768,-0.1418,4.5970,4.830
2.354524,-0.3814,-0.6444,-2.3263,2.444
2.358688,-2.2004,-0.6651,-5.1044,5.598
2.362527,-0.4288,-1.5273,-0.9118,1.830
2.367155,6.2861,2.3607,2.0794,7.029
2.375625,14.6132,5.5977,14.8040,21.542
2.379813,3.7355,-0.0265,9.8286,10.515
2.384259,-0.9179,-0.8461,-2.4055,2.710
2.388338,-2.2905,-0.2018,-10.6767,10.921
2.393883,-3.5229,0.0778,-8.8052,9.484
2.401102,-4.2113,1.8349,-4.9115,6.725
2.404704,-3.9823,-0.3722,0.5818,4.042
2.409204,-1.8486,-1.5637,3.9374,4.622
2.414485,5.9103,1.5343,17.2640,18.312
2.417930,2.0482,1.8331,9.7720,10.151
2.422385,-2.7181,-2.2891,-4.2363,5.529
2.430655,-2.9649,-2.1282,-7.7072,8.528
2.435003,-3.9212,0.5071,-8.8821,9.722
2.439217,-3.7122,1.1580,-3.7280,5.387
2.442783,-4.2951,0.8053,-3.0574,5.333
2.448032,-6.0192,0.8525,-8.2436,10.243
2.456032,-5.6927,0.5843,-1.5946,5.941
2.460417,-5.6210,-4.1243,1.6461,7.163
2.464302,3.0003,-3.4282,6.3162,7.788
2.468563,16.6856,0.3088,14.3275,21.995
2.473032,5.6773,0.5362,5.0678,7.629
2.481052,2.1496,1.3919,-6.5784,7.059
2.484860,1.4000,3.0796,-9.3085,9.904
2.490795,0.2746,1.3603,-9.0518,9.158
2.493920,0.8821,-2.1756,-6.4580,6.871
2.498094,1.8016,-1.9738,5.5203,6.133
2.502266,0.4388,0.1849,0.8850,1.005
2.510740,-1.1252,-0.6738,-3.9820,4.192
2.516628,-1.0420,-0.4015,-4.6221,4.755
2.518925,-0.2825,0.1627,-3.4323,3.448
2.524498,3.3563,-1.2305,4.7005,5.905
2.527535,2.1015,-0.4780,3.8845,4.442
2.535816,2.1202,0.3276,3.2377,3.884
2.541107,0.8346,2.0455,-0.6523,2.303
2.544555,-1.5495,0.5647,-4.7066,4.987
2.549329,-2.2656,1.0557,-3.8478,4.588
2.553094,-2.8240,1.5799,-2.8670,4.323
2.561071,-3.5986,0.8843,-3.7421,5.266
2.566320,-3.2952,-2.3829,2.7023,4.883
2.569370,4.2170,-6.5078,19.8490,21.310
2.573796,12.1789,-7.2520,19.1586,23.832
2.578139,4.3582,-2.6313,-2.0537,5.490
2.582308,1.8015,1.9108,-10.7512,11.067
2.592219,0.1620,3.4089,-10.5811,11.118
2.594883,-2.1304,3.7556,-8.0068,9.097
2.603884,-3.6196,4.0765,-4.9630,7.372
2.604510,0.0329,0.5934,5.3598,5.393
2.607514,2.4589,-0.7233,23.3828,23.523
2.615949,0.7164,-0.2367,5.0389,5.095
2.620157,0.2342,-0.2633,0.4050,0.537
2.624270,0.7994,2.8768,-0.5546,3.037
2.628592,1.1391,1.2334,-5.3617,5.618
2.633168,0.1391,-0.5825,0.6003,0.848
2.637383,-2.4836,0.2751,-2.3670,3.442
2.645199,-4.3148,-0.4370,-6.6520,7.941
2.649371,-4.9079,0.1046,-3.5937,6.084
